"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"MARUTI","EQ","08-May-2024","12,364.05","12,392.00","12,559.95","12,325.00","12,535.40","12,543.55","12,464.20","3,99,669","4,98,15,54,383.90","78,910","1,85,016","46.29"
"MARUTI","EQ","09-May-2024","12,543.55","12,540.00","12,739.80","12,436.75","12,516.00","12,504.65","12,573.79","5,04,590","6,34,46,09,244.95","1,12,321","1,97,091","39.06"
"MARUTI","EQ","10-May-2024","12,504.65","12,505.00","12,696.95","12,501.00","12,644.00","12,675.50","12,645.80","3,28,670","4,15,62,95,156.25","62,329","1,48,903","45.30"
"MARUTI","EQ","13-May-2024","12,675.50","12,660.00","12,708.40","12,477.55","12,695.00","12,673.85","12,590.17","2,81,421","3,54,31,38,173.30","54,359","1,50,916","53.63"
"MARUTI","EQ","14-May-2024","12,673.85","12,673.85","12,840.00","12,651.40","12,799.35","12,814.20","12,794.63","3,31,037","4,23,54,96,471.80","61,842","1,80,779","54.61"
"MARUTI","EQ","15-May-2024","12,814.20","12,820.00","12,872.40","12,700.00","12,758.50","12,767.30","12,778.57","2,32,030","2,96,50,12,289.30","43,976","1,15,783","49.90"
"MARUTI","EQ","16-May-2024","12,767.30","12,848.00","12,848.00","12,300.00","12,492.45","12,497.65","12,468.99","9,14,201","11,39,91,62,154.35","1,70,530","4,48,373","49.05"
"MARUTI","EQ","17-May-2024","12,497.65","12,515.15","12,665.90","12,322.30","12,620.00","12,641.50","12,525.57","8,09,226","10,13,60,13,499.80","1,13,646","4,54,950","56.22"
"MARUTI","EQ","18-May-2024","12,641.50","12,647.95","12,693.45","12,565.40","12,612.00","12,600.15","12,634.63","17,550","22,17,37,736.80","3,169","7,336","41.80"
"MARUTI","EQ","21-May-2024","12,600.15","12,600.15","12,678.90","12,441.80","12,461.65","12,473.30","12,537.02","4,43,136","5,55,56,02,946.15","72,811","2,82,642","63.78"
"MARUTI","EQ","22-May-2024","12,473.30","12,427.80","12,563.00","12,363.10","12,522.35","12,531.35","12,495.02","2,80,015","3,49,87,92,302.65","43,004","1,33,784","47.78"
"MARUTI","EQ","23-May-2024","12,531.35","12,566.05","12,975.10","12,473.05","12,890.00","12,934.90","12,821.10","7,68,732","9,85,59,92,740.00","1,33,241","3,77,174","49.06"
"MARUTI","EQ","24-May-2024","12,934.90","12,865.00","13,034.00","12,811.00","13,000.05","13,000.45","12,966.11","6,24,801","8,10,12,37,980.75","90,903","3,91,968","62.73"
"MARUTI","EQ","27-May-2024","13,000.45","13,023.45","13,058.50","12,777.00","12,900.00","12,906.10","12,892.64","4,64,953","5,99,44,71,564.35","63,002","2,68,695","57.79"
"MARUTI","EQ","28-May-2024","12,906.10","12,890.00","12,985.95","12,800.25","12,812.00","12,818.60","12,884.62","3,33,806","4,30,09,62,222.00","49,739","1,94,333","58.22"
"MARUTI","EQ","29-May-2024","12,818.60","12,818.00","12,850.05","12,750.00","12,780.00","12,788.65","12,794.43","3,53,706","4,52,54,67,852.15","48,645","2,21,848","62.72"
"MARUTI","EQ","30-May-2024","12,788.65","12,721.00","12,810.00","12,550.00","12,570.00","12,598.00","12,642.41","5,24,559","6,63,16,89,817.05","80,385","3,25,306","62.02"
"MARUTI","EQ","31-May-2024","12,598.00","12,598.00","12,633.35","12,330.00","12,425.00","12,399.30","12,458.05","9,08,304","11,31,56,99,332.90","1,07,729","4,57,010","50.31"
"MARUTI","EQ","03-Jun-2024","12,399.30","12,825.00","12,825.00","12,402.55","12,490.00","12,476.15","12,502.27","4,85,936","6,07,53,05,462.15","67,208","2,72,673","56.11"
"MARUTI","EQ","04-Jun-2024","12,476.15","12,596.60","12,597.20","11,561.45","12,204.65","12,176.05","12,190.13","8,25,928","10,06,81,69,077.55","1,21,623","4,43,743","53.73"
"MARUTI","EQ","05-Jun-2024","12,176.05","12,180.00","12,614.10","12,125.10","12,511.55","12,502.60","12,464.87","4,47,581","5,57,90,39,494.65","90,538","2,46,417","55.06"
"MARUTI","EQ","06-Jun-2024","12,502.60","12,511.55","12,690.00","12,468.00","12,684.50","12,673.50","12,617.71","4,47,536","5,64,68,78,338.00","1,02,493","2,18,029","48.72"
